Date Opened,Date Closed,Fiscal Year,Closure Description,Not Timely,Not Jurisdictional,Processor,Housing,Employment,Public Accommodations,Education,Credit,Race,Race Type,Disability,Age,Sex,Sex Type,Pregnancy,National Origin,National Origin Type,Familial Status,Marital Status,Religion,Religion Type,Creed,Color,Sexual Orientation,Gender Identity,Retaliation,Processing Days
08/21/2023,02/19/2024,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,182
08/21/2023,02/16/2024,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,179
08/21/2023,08/24/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Catholic,No,No,No,No,No,3
08/21/2023,08/24/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,3
08/21/2023,01/30/2025,2025,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,528
08/18/2023,10/10/2023,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,53
08/18/2023,10/10/2023,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,Yes,Protestant,No,No,No,No,No,53
08/18/2023,02/12/2024,2024,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,178
08/17/2023,10/23/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,Yes,Yes,Other,Yes,No,Yes,Male,No,Yes,Other National Origin,No,No,Yes,Other,No,No,Yes,Yes,Yes,67
08/17/2023,11/28/2023,2024,Right to Sue,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,103
08/17/2023,09/16/2025,2026,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,Yes,761
08/17/2023,11/21/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,96
08/17/2023,02/14/2024,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,181
08/16/2023,09/05/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,20
08/16/2023,05/17/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,275
08/16/2023,12/10/2024,2025,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,482
08/16/2023,10/23/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,68
08/16/2023,04/19/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Black,Yes,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,247
08/16/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,Yes,84
08/15/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,92
08/15/2023,01/11/2024,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,149
08/15/2023,01/05/2024,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,143
08/15/2023,01/05/2024,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,143
08/15/2023,01/05/2024,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,Yes,No,Yes,143
08/15/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,92
08/14/2023,06/20/2025,2025,Local AC Closure,No,No,Local,No,No,No,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,676
08/14/2023,11/21/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,Yes,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,99
08/14/2023,04/16/2024,2024,Administrative Closure,No,No,Local,No,Yes,No,No,No,No,,No,Yes,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,246
08/14/2023,06/20/2025,2025,Local AC Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,676
08/14/2023,01/04/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,143
08/14/2023,11/20/2023,2024,Transferred to HUD,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,98
08/14/2023,02/26/2024,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,196
08/14/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,Yes,Other,No,Yes,No,No,Yes,93
08/14/2023,10/06/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,53
08/14/2023,08/06/2025,2026,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,723
08/14/2023,01/08/2024,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,147
08/14/2023,09/01/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,18
08/14/2023,08/30/2024,2025,Withdrawal,No,No,Local,No,Yes,No,No,No,Yes,White,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,382
08/11/2023,10/02/2023,2024,Withdrawal,No,No,ICRC,No,Yes,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,52
08/11/2023,11/29/2023,2024,No Jurisdiction,No,Yes,ICRC,Yes,No,No,No,No,No,,No,No,Yes,Female,No,No,,Yes,No,No,,No,No,No,No,No,110
08/11/2023,05/15/2024,2024,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,Yes,No,Yes,278
08/11/2023,01/31/2024,2024,Administrative Closure,No,No,ICRC,No,No,No,Yes,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,Yes,Yes,173
08/10/2023,05/22/2024,2024,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,286
08/10/2023,03/05/2024,2024,Right to Sue,No,No,ICRC,No,Yes,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,208
08/10/2023,12/04/2024,2025,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,482
08/10/2023,11/27/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,109
08/10/2023,11/29/2023,2024,Local AC Closure,No,No,Local,Yes,No,No,No,No,Yes,Other,Yes,Yes,No,,No,No,,Yes,No,No,,No,Yes,No,No,No,111
08/10/2023,01/05/2024,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,148
08/10/2023,11/12/2024,2025,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,Yes,No,No,,No,No,No,No,No,460
08/10/2023,02/12/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,186
08/10/2023,03/26/2024,2024,Right to Sue,No,No,ICRC,No,No,No,Yes,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,229
08/10/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,88
08/10/2023,02/14/2024,2024,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,Yes,Other,No,No,No,,No,Yes,Other National Origin,No,No,Yes,Other,No,No,No,No,No,188
08/09/2023,12/07/2023,2024,Right to Sue,No,No,ICRC,No,No,Yes,No,No,Yes,Other,No,No,No,,No,Yes,Hispanic,No,No,No,,No,No,No,No,Yes,120
08/09/2023,11/27/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Other,No,No,No,,No,Yes,Hispanic,No,No,No,,No,Yes,No,No,No,110
08/09/2023,12/13/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,126
08/09/2023,04/16/2024,2024,Local SA,Yes,Yes,Local,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,251
08/09/2023,06/12/2024,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,308
08/09/2023,01/29/2025,2025,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,Yes,No,Yes,Male,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,539
08/09/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Male,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,98
08/08/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,Yes,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,Yes,90
08/08/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,92
08/08/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,99
08/08/2023,05/09/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,275
08/07/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,Yes,No,,No,No,No,,No,No,No,No,Yes,100
08/07/2023,08/16/2023,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,9
08/07/2023,10/31/2023,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,85
08/07/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,93
08/07/2023,07/03/2024,2025,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,331
08/07/2023,12/18/2024,2025,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,Yes,499
08/07/2023,02/14/2024,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,191
08/07/2023,05/16/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,283
08/04/2023,08/09/2023,2024,No Jurisdiction,No,Yes,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,5
08/04/2023,04/19/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,259
08/04/2023,08/16/2023,2024,lease Select,No,No,ICRC,No,Yes,No,Yes,No,Yes,Asian or Pacific Islander,Yes,No,Yes,Male,No,Yes,Other National Origin,No,No,Yes,Other,No,No,No,No,Yes,12
08/04/2023,10/10/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,67
08/04/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,96
08/04/2023,02/12/2024,2024,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,192
08/04/2023,04/15/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,255
08/04/2023,02/22/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,Yes,No,Yes,202
08/04/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,96
08/04/2023,11/07/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,95
08/04/2023,12/13/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,131
08/04/2023,09/18/2023,2024,Local AC Closure,No,No,Local,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,45
08/04/2023,04/19/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,259
08/04/2023,04/03/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,243
08/03/2023,11/07/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,96
08/03/2023,08/17/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,14
08/03/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,95
08/02/2023,11/14/2023,2024,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,104
08/02/2023,03/04/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,215
08/02/2023,11/28/2023,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,Yes,Mexican,No,No,No,,No,No,No,No,No,118
08/02/2023,09/05/2025,2026,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,Yes,No,No,765
08/02/2023,05/13/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,285
08/02/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,96
08/02/2023,05/09/2024,2024,Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,281
08/01/2023,04/05/2024,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,248
08/01/2023,08/17/2023,2024,lease Select,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,16
08/01/2023,11/01/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,92
08/01/2023,11/01/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,92
08/01/2023,11/15/2023,2024,Administrative Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,Yes,Other,No,Yes,No,No,No,106
07/31/2023,01/31/2024,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,184
07/31/2023,11/07/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,Yes,No,No,No,99
07/31/2023,11/14/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,106
07/31/2023,12/07/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,129
07/31/2023,11/02/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,94
07/31/2023,12/10/2024,2025,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,498
07/31/2023,10/31/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,92
07/31/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,Yes,Yes,Yes,Yes,100
07/31/2023,09/16/2025,2026,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,778
07/31/2023,08/17/2023,2024,No Jurisdiction,No,Yes,ICRC,No,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,Yes,No,17
07/31/2023,01/22/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,175
07/28/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Male,No,Yes,Other National Origin,No,No,No,,No,Yes,No,Yes,Yes,101
07/28/2023,09/30/2024,2025,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,No,430
07/28/2023,11/29/2023,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,124
07/28/2023,08/11/2025,2026,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,Yes,Muslim,No,Yes,No,No,No,745
07/28/2023,04/16/2024,2024,Administrative Closure,No,No,Local,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,263
07/28/2023,09/25/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,59
07/27/2023,10/31/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,96
07/27/2023,09/07/2023,2024,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,42
07/27/2023,11/21/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,No,No,,No,Yes,Hispanic,No,No,No,,No,Yes,No,No,No,117
07/27/2023,04/19/2024,2024,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,267
07/27/2023,04/25/2024,2024,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,273
07/27/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,104
07/26/2023,11/15/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,112
07/26/2023,03/19/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,237
07/26/2023,11/06/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,103
07/26/2023,11/20/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,117
07/26/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,Yes,112
07/26/2023,11/07/2023,2024,Administrative Closure,No,No,ICRC,No,No,Yes,Yes,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,104
07/26/2023,02/20/2024,2024,Right to Sue,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,209
07/25/2023,11/02/2023,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,100
07/25/2023,11/08/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,106
07/25/2023,05/01/2024,2024,Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,281
07/25/2023,10/19/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,Yes,Yes,Male,No,No,,No,No,Yes,Other,No,No,No,No,No,86
07/25/2023,11/03/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,101
07/25/2023,09/28/2023,2024,Local AC Closure,No,No,Local,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,65
07/25/2023,05/03/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,283
07/25/2023,09/28/2023,2024,Local AC Closure,No,No,Local,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,65
07/24/2023,09/25/2023,2024,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,Yes,63
07/24/2023,11/01/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,100
07/24/2023,10/05/2023,2024,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,73
07/24/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,114
07/24/2023,10/23/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,Yes,No,,No,No,No,,No,No,No,No,Yes,91
07/24/2023,02/13/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,204
07/24/2023,11/13/2023,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,112
07/24/2023,02/13/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,204
07/24/2023,10/05/2023,2024,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,73
07/24/2023,11/29/2023,2024,No Jurisdiction,No,Yes,ICRC,Yes,No,No,No,No,Yes,American Indian,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,128
07/23/2023,10/19/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,Yes,"Afghani, Arab, Middle Eastern",No,No,No,,No,Yes,No,No,No,88
07/21/2023,10/23/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Other,Yes,No,Yes,Female,No,Yes,Mexican,No,No,No,,No,Yes,No,No,No,94
07/21/2023,08/08/2024,2025,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,384
07/21/2023,10/23/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,94
07/21/2023,11/15/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,117
07/21/2023,01/29/2024,2024,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,192
07/21/2023,10/23/2023,2024,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,94
07/20/2023,12/08/2023,2024,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,Yes,Other National Origin,No,No,Yes,Muslim,No,No,No,No,No,141
07/20/2023,05/06/2024,2024,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,291
